,address,altitude,latitude,longitude,timestamp,rssi,receiver,speed,heading,callsign,distance
267,48AD0B,17625.0,52.25763,6.01439,2025-05-24T14:42:38.091079573+02:00,-84.54377564315423,zi-5067,,,,57.468339392320026
276,48AD0B,17650.0,52.25757,6.01738,2025-05-24T14:42:39.181067844+02:00,-84.79976415061542,zi-5067,,,,57.26471996993931
319,486265,6000.0,52.12628,6.79001,2025-05-24T14:42:44.205669259+02:00,-85.12990073998677,zi-5067,,,,13.363608613810129
107,484BD1,17325.0,52.34308,6.25969,2025-05-24T14:42:21.04874303+02:00,-85.38413201526383,zi-5067,,,,42.306129053141035
230,48AD0B,17500.0,52.25782,6.0023,2025-05-24T14:42:34.157460631+02:00,-85.63760856072523,zi-5067,,,,58.29149134357797
247,48AD0B,17575.0,52.25773,6.00834,2025-05-24T14:42:36.126107679+02:00,-85.86064290465102,zi-5067,,,,57.880272611290124
461,48AD0B,18150.0,52.25661,6.07826,2025-05-24T14:42:59.170786445+02:00,-85.92002094971811,zi-5067,,,,53.119628333857676
309,486265,6000.0,52.12603,6.79081,2025-05-24T14:42:43.224492419+02:00,-86.26065151620408,zi-5067,,,,13.370904560493118
263,486265,6000.0,52.12468,6.79591,2025-05-24T14:42:37.654299321+02:00,-87.87149708523236,zi-5067,,,,13.398161103424348
360,4D2228,35000.0,52.39617,6.45902,2025-05-24T14:42:49.122301342+02:00,-87.95851294786651,zi-5067,,,,32.26271371585127
370,39E682,36000.0,52.379,6.60482,2025-05-24T14:42:50.104272526+02:00,-88.07440036696248,zi-5067,,,,23.20789683435897
195,4D2228,35000.0,52.39399,6.39263,2025-05-24T14:42:29.898285486+02:00,-88.33459118601274,zi-5067,,,,36.02275919697129
65,4D2228,35000.0,52.39245,6.34782,2025-05-24T14:42:16.901753525+02:00,-88.59401785673793,zi-5067,,,,38.649487907431215
202,4D2228,35000.0,52.39407,6.3961,2025-05-24T14:42:30.88195657+02:00,-90.23386282322174,zi-5067,,,,35.820072417436975
257,48AD0B,17600.0,52.25771,6.01135,2025-05-24T14:42:37.21448519+02:00,-90.89554444525871,zi-5067,,,,57.675427344561896
395,39E682,36000.0,52.37521,6.60034,2025-05-24T14:42:52.178310645+02:00,-92.1078172578202,zi-5067,,,,23.157438279811107
126,39E682,36000.0,52.42848,6.66376,2025-05-24T14:42:22.47035871+02:00,-92.50837799896829,zi-5067,,,,24.861577165748262
231,4D2228,35000.0,52.39445,6.40738,2025-05-24T14:42:34.158536961+02:00,-92.60480549085992,zi-5067,,,,35.170590593622165
291,486265,6000.0,52.12556,6.79261,2025-05-24T14:42:41.25617895+02:00,-92.93465446215421,zi-5067,,,,13.378629029475459
117,4D2228,35000.0,52.39301,6.36438,2025-05-24T14:42:21.706823783+02:00,-93.18127494298412,zi-5067,,,,37.670830669274324
45,4D2228,35000.0,52.39226,6.34147,2025-05-24T14:42:15.044866217+02:00,-93.64534158194951,zi-5067,,,,39.02808529590639
473,39E682,36000.0,52.3607,6.58309,2025-05-24T14:43:00.263280636+02:00,-94.26956030448005,zi-5067,,,,23.077596277438243
25,4D2228,35000.0,52.39203,6.33464,2025-05-24T14:42:13.079853234+02:00,-95.70579919733181,zi-5067,,,,39.43531283032907
221,4D2228,35000.0,52.39435,6.40358,2025-05-24T14:42:33.066621422+02:00,-96.316665224664,zi-5067,,,,35.390368463026164
1,39E682,36000.0,52.4512,6.6909,2025-05-24T14:42:09.691679469+02:00,-96.64703823708206,zi-5067,,,,26.18386995293188
113,39E682,36000.0,52.43025,6.66588,2025-05-24T14:42:21.485661826+02:00,-97.1995370359345,zi-5067,,,,24.95279329778232
332,39E682,36000.0,52.38597,6.61316,2025-05-24T14:42:46.174038054+02:00,-97.27820927628139,zi-5067,,,,23.32587700287964
187,4D2228,35000.0,52.39384,6.38924,2025-05-24T14:42:28.915608594+02:00,-97.95738869528934,zi-5067,,,,36.217388180961244
344,486265,6000.0,52.12715,6.78673,2025-05-24T14:42:47.704412587+02:00,-98.3989329210434,zi-5067,,,,13.352644629890323
487,39E682,36000.0,52.35888,6.58089,2025-05-24T14:43:01.24673781+02:00,-98.85140363191613,zi-5067,,,,23.081792982739934
348,4D2228,35000.0,52.39603,6.45557,2025-05-24T14:42:48.139374508+02:00,-99.5454669987539,zi-5067,,,,32.45173596689706
340,486265,6000.0,52.12706,6.78711,2025-05-24T14:42:47.372404419+02:00,-99.8779254890689,zi-5067,,,,13.352568845192312
326,39E682,36000.0,52.38776,6.6153,2025-05-24T14:42:45.081602094+02:00,-101.33533441006645,zi-5067,,,,23.362559457485705
34,39E682,36000.0,52.44384,6.68212,2025-05-24T14:42:13.840866658+02:00,-101.59921259537398,zi-5067,,,,25.720871546467787
368,4D2228,35000.0,52.39627,6.46202,2025-05-24T14:42:49.996368517+02:00,-102.49878048055012,zi-5067,,,,32.09752994566429
283,486265,6000.0,52.12529,6.79371,2025-05-24T14:42:40.163228127+02:00,-102.68519854389922,zi-5067,,,,13.382191678463206
179,4D2228,35000.0,52.39375,6.38626,2025-05-24T14:42:28.043228358+02:00,-102.99514551666987,zi-5067,,,,36.39101799113755
432,486265,6000.0,52.12912,6.77933,2025-05-24T14:42:56.001957834+02:00,-103.3288439885011,zi-5067,,,,13.343481635239781
362,486265,6000.0,52.12752,6.78539,2025-05-24T14:42:49.2328664+02:00,-103.78439189011036,zi-5067,,,,13.347936312593475
214,4D2228,35000.0,52.39421,6.39999,2025-05-24T14:42:32.081633098+02:00,-105.41774044248908,zi-5067,,,,35.596039345051416
128,4D2228,35000.0,52.39315,6.36775,2025-05-24T14:42:22.690376127+02:00,-106.00872605592428,zi-5067,,,,37.47401366135106
408,486265,6000.0,52.12848,6.78185,2025-05-24T14:42:53.166651973+02:00,-107.3116955415392,zi-5067,,,,13.340897055139527
429,486265,6000.0,52.12903,6.77971,2025-05-24T14:42:55.565976241+02:00,-108.14018679473418,zi-5067,,,,13.34226273292868
170,4D2228,35000.0,52.39366,6.38298,2025-05-24T14:42:27.165249514+02:00,-108.32866656614952,zi-5067,,,,36.58294590099
56,4D2228,35000.0,52.39236,6.34437,2025-05-24T14:42:15.91763204+02:00,-108.56380612340377,zi-5067,,,,38.85568434315389
159,4D2228,35000.0,52.39352,6.37909,2025-05-24T14:42:25.967156346+02:00,-108.57554973381438,zi-5067,,,,36.809309779987736
361,39E682,36000.0,52.38062,6.60675,2025-05-24T14:42:49.124238463+02:00,-109.47602477255009,zi-5067,,,,23.23224069698303
366,486265,6000.0,52.12761,6.785,2025-05-24T14:42:49.669105989+02:00,-110.27669744782894,zi-5067,,,,13.348532073867721
387,486265,6000.0,52.12807,6.78329,2025-05-24T14:42:51.527581761+02:00,-112.08858104195984,zi-5067,,,,13.345135351298202
357,486265,6000.0,52.12738,6.78594,2025-05-24T14:42:48.685665866+02:00,-112.2477171260066,zi-5067,,,,13.348551075594848
404,486265,6000.0,52.12836,6.78233,2025-05-24T14:42:52.725710517+02:00,-112.33855081849686,zi-5067,,,,13.340503015242872
376,486265,6000.0,52.12785,6.78414,2025-05-24T14:42:50.651969925+02:00,-112.97234174788093,zi-5067,,,,13.34578076754331
392,4D2228,35000.0,52.39645,6.46867,2025-05-24T14:42:51.96032214+02:00,-113.1753064939521,zi-5067,,,,31.73044909254835
350,486265,6000.0,52.12724,6.78635,2025-05-24T14:42:48.140965919+02:00,-113.1753064939521,zi-5067,,,,13.352778143723896
423,486265,6000.0,52.12892,6.78013,2025-05-24T14:42:55.129035448+02:00,-115.20742163593457,zi-5067,,,,13.342056675466397
396,486265,6000.0,52.1282,6.78276,2025-05-24T14:42:52.178427465+02:00,-115.25168111572168,zi-5067,,,,13.345619705080617
383,486265,6000.0,52.12798,6.78368,2025-05-24T14:42:51.196856797+02:00,-117.23693957110959,zi-5067,,,,13.344268973821968
272,39E682,36000.0,52.39925,6.62895,2025-05-24T14:42:38.745923091+02:00,-118.09297184845506,zi-5067,,,,23.661983601725854
250,4D2228,35000.0,52.39468,6.41437,2025-05-24T14:42:36.232936935+02:00,-118.8463293501318,zi-5067,,,,34.77024567477673
141,4D2228,35000.0,52.39325,6.37154,2025-05-24T14:42:23.783689767+02:00,-122.62687307437959,zi-5067,,,,37.25019470552143
35,4D2228,35000.0,52.39212,6.33786,2025-05-24T14:42:14.059154703+02:00,-124.40237136003476,zi-5067,,,,39.242282489664575
262,39E682,36000.0,52.40103,6.63109,2025-05-24T14:42:37.654007941+02:00,-126.6572145596136,zi-5067,,,,23.716344068941815
254,39E682,36000.0,52.40302,6.63347,2025-05-24T14:42:36.669261236+02:00,-128.66468046826216,zi-5067,,,,23.780527532738592
318,39E682,36000.0,52.38959,6.61743,2025-05-24T14:42:44.098267873+02:00,-132.66536850286138,zi-5067,,,,23.405441733968658
380,4D2228,35000.0,52.39636,6.46553,2025-05-24T14:42:50.98136837+02:00,-135.61194637641626,zi-5067,,,,31.903199717248995
435,486265,6000.0,52.12926,6.77895,2025-05-24T14:42:56.438680205+02:00,-140.2159049466215,zi-5067,,,,13.339670967455671
44,39E682,36000.0,52.44207,6.68,2025-05-24T14:42:14.822202369+02:00,-140.9686135279765,zi-5067,,,,25.614536074357424
448,486265,6000.0,52.12962,6.7775,2025-05-24T14:42:57.969257727+02:00,-148.29430198089202,zi-5067,,,,13.343408497364658
181,39E682,36000.0,52.41824,6.65161,2025-05-24T14:42:28.148653086+02:00,-149.34808334893353,zi-5067,,,,24.370731519576303
443,486265,6000.0,52.12952,6.77794,2025-05-24T14:42:57.530170323+02:00,-150.81777083619824,zi-5067,,,,13.34124653221773
457,486265,6000.0,52.12985,6.77668,2025-05-24T14:42:58.845609124+02:00,-154.23666879182784,zi-5067,,,,13.34322638170383
440,486265,6000.0,52.12939,6.77841,2025-05-24T14:42:56.985556825+02:00,-158.82254248059374,zi-5067,,,,13.341376871190443
223,39E682,36000.0,52.40858,6.64001,2025-05-24T14:42:33.503594235+02:00,-159.39949811715218,zi-5067,,,,23.980208957339368
8,39E682,36000.0,52.44924,6.68856,2025-05-24T14:42:10.890836519+02:00,-162.64593447116962,zi-5067,,,,26.057577351074265
24,39E682,36000.0,52.44566,6.68424,2025-05-24T14:42:12.858109367+02:00,-163.86427310429812,zi-5067,,,,25.83401968107254
95,39E682,36000.0,52.43276,6.66886,2025-05-24T14:42:19.960695515+02:00,-165.55950591856694,zi-5067,,,,25.086568696831602
468,486265,6000.0,52.13008,6.77589,2025-05-24T14:42:59.718880254+02:00,-168.58914555806965,zi-5067,,,,13.342469030155996
54,39E682,36000.0,52.44044,6.67809,2025-05-24T14:42:15.699903805+02:00,-169.60704584421015,zi-5067,,,,25.51690870521757
131,39E682,36000.0,52.42736,6.6625,2025-05-24T14:42:23.016532629+02:00,-169.73479313328778,zi-5067,,,,24.801961960727134
493,486265,6000.0,52.13059,6.77386,2025-05-24T14:43:02.012545447+02:00,-176.2356377126942,zi-5067,,,,13.349879581073468
86,39E682,36000.0,52.4349,6.67145,2025-05-24T14:42:18.865499372+02:00,-176.95041678391152,zi-5067,,,,25.202114226643758
189,39E682,36000.0,52.41609,6.64902,2025-05-24T14:42:29.244802849+02:00,-179.72437230381416,zi-5067,,,,24.278341196715825
234,39E682,36000.0,52.4068,6.63795,2025-05-24T14:42:34.486047298+02:00,-180.89112747727566,zi-5067,,,,23.91238336544189
15,39E682,36000.0,52.44743,6.68644,2025-05-24T14:42:11.874151441+02:00,-181.06725269910072,zi-5067,,,,25.941651798604095
142,39E682,36000.0,52.42559,6.6603,2025-05-24T14:42:24.003117904+02:00,-183.52915299755514,zi-5067,,,,24.717051040842396
471,486265,6000.0,52.13017,6.77551,2025-05-24T14:43:00.15487226+02:00,-185.61532803084987,zi-5067,,,,13.344280631079153
307,39E682,36000.0,52.39137,6.61957,2025-05-24T14:42:43.112826079+02:00,-186.0407213488488,zi-5067,,,,23.446432399848888
481,486265,6000.0,52.13036,6.77472,2025-05-24T14:43:01.029198595+02:00,-188.48501266679003,zi-5067,,,,13.347939474427934
464,486265,6000.0,52.12994,6.77637,2025-05-24T14:42:59.281507175+02:00,-189.43640093709553,zi-5067,,,,13.342923056921334
150,39E682,36000.0,52.42365,6.65802,2025-05-24T14:42:25.09233749+02:00,-189.65837708891215,zi-5067,,,,24.621580210513454
475,486265,6000.0,52.13026,6.77521,2025-05-24T14:43:00.590239361+02:00,-190.69084928228727,zi-5067,,,,13.343841830469735
490,486265,6000.0,52.1305,6.77417,2025-05-24T14:43:01.6814351+02:00,-195.07998359647254,zi-5067,,,,13.349857941579664
452,486265,6000.0,52.12975,6.77707,2025-05-24T14:42:58.407013559+02:00,-195.45869128795476,zi-5067,,,,13.342326774261569
63,39E682,36000.0,52.43849,6.67569,2025-05-24T14:42:16.790954988+02:00,-203.33642074158774,zi-5067,,,,25.40600732497483
76,39E682,36000.0,52.43672,6.67357,2025-05-24T14:42:17.880809777+02:00,-209.28162843403143,zi-5067,,,,25.305479468372344
120,39E682,36000.0,52.42955,6.66501,2025-05-24T14:42:21.817865072+02:00,-220.7152011076718,zi-5067,,,,24.917602120026938
198,39E682,36000.0,52.41414,6.64665,2025-05-24T14:42:30.442949845+02:00,-221.80430563900245,zi-5067,,,,24.198243100668932
216,39E682,36000.0,52.41037,6.64215,2025-05-24T14:42:32.519472702+02:00,-240.88430833078357,zi-5067,,,,24.04785726175961
208,39E682,36000.0,52.41233,6.64453,2025-05-24T14:42:31.428490479+02:00,-241.4024647761493,zi-5067,,,,24.123107747275213
160,39E682,36000.0,52.42201,6.65607,2025-05-24T14:42:25.967686736+02:00,-260.14313367836564,zi-5067,,,,24.54368858285456
106,39E682,36000.0,52.43095,6.66674,2025-05-24T14:42:20.943690186+02:00,-282.6598662703993,zi-5067,,,,24.98867152069761
169,39E682,36000.0,52.42003,6.65375,2025-05-24T14:42:27.164855694+02:00,-312.289529123216,zi-5067,,,,24.450772581562813
